event_name,event_date,weight_class,fighter1,fighter2,method,round,outcome,timestamp
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Women's Strawweight,Eduarda Moura,Montserrat Conejo Ruiz,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Almeida vs. Lewis,2023-11-04,Lightweight,Marc Diakiese,Kaue Fernandes,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Lightweight,Islam Makhachev,Alexander Volkanovski,KO/TKO              Kick,1,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Middleweight,Khamzat Chimaev,Kamaru Usman,M-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Light Heavyweight,Magomed Ankalaev,Johnny Walker,CNC,1,No contest,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Middleweight,Ikram Aliskerov,Warlley Alves,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Bantamweight,Said Nurmagomedov,Muin Gafurov,SUB              Guillotine Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Flyweight,Muhammad Mokaev,Tim Elliott,SUB              Arm Triangle,3,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Lightweight,Trevor Peek,Mohammad Yahya,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Bantamweight,Javid Basharat,Victor Henry,CNC,2,No contest,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Middleweight,Sedriques Dumas,Abu Azaitar,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Lightweight,Mike Breeden,Anshul Jubli,KO/TKO              Punch,3,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Featherweight,Muhammad Naimov,Nathaniel Wood,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Women's Strawweight,Viktoriia Dudakova,Jinh Yu Frey,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,Middleweight,Shara Magomedov,Bruno Silva,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Featherweight,Edson Barboza,Sodiq Yusuff,U-DEC,5,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Women's Flyweight,Viviane Araujo,Jennifer Maia,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Bantamweight,Jonathan Martinez,Adrian Yanez,KO/TKO              Kicks,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Middleweight,Michel Pereira,Andre Petroski,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Bantamweight,Christian Rodriguez,Cameron Saaiman,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Featherweight,Darren Elkins,TJ Brown,SUB              Rear Naked Choke,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Women's Bantamweight,Tainara Lisboa,Ravena Oliveira,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Lightweight,Terrance McKinney,Brendon Marotte,KO/TKO              Knee,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Women's Bantamweight,Melissa Mullins,Irina Alekseeva,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Bantamweight,Chris Gutierrez, Alatengheili,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Women's Strawweight,Emily Ducote,Ashley Yoder,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Lightweight,King Green,Grant Dawson,KO/TKO              Punch,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Middleweight,Joe Pyfer,Abdul Razak Alhassan,SUB              Arm Triangle,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Welterweight,Joaquin Buckley,Alex Morono,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Lightweight,Drew Dober,Ricky Glenn,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Featherweight,Bill Algeo,Alexander Hernandez,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Women's Strawweight,Karolina Kowalkiewicz,Diana Belbita,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Flyweight,Nate Maness,Mateus Mendonca,KO/TKO              Punches,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Women's Strawweight,Vanessa Demopoulos,Kanako Murata,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Bantamweight,Aoriqileng,Johnny Munoz,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Dawson vs. Green,2023-10-07,Women's Flyweight,JJ Aldrich,Montana De La Rosa,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Lightweight,Mateusz Gamrot,Rafael Fiziev,KO/TKO,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Featherweight,Bryce Mitchell,Dan Ige,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Women's Strawweight,Marina Rodriguez,Michelle Waterson-Gomez,KO/TKO              Punches,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Welterweight,Bryan Battle,AJ Fletcher,SUB              Rear Naked Choke,2,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Featherweight,Charles Jourdain,Ricardo Ramos,SUB              Guillotine Choke,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Bantamweight,Dan Argueta,Miles Johns,Overturned,3,No contest,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Welterweight,Tim Means,Andre Fialho,KO/TKO              Punches,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Middleweight,Cody Brundage,Jacob Malkoun,DQ,1,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Heavyweight,Mohammed Usman,Jake Collier,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Women's Strawweight,Mizuki,Hannah Goldy,U-DEC,3,fighter1,2025-06-06 18:22:58.060564
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,Women's Bantamweight,Montserrat Rendon,Tamires Vidal,S-DEC,3,fighter1,2025-06-06 18:22:58.060564
